How do you say 'to buy' in Spanish?,comprar
What is the Spanish word for 'to sell'?,vender
How do you say 'to arrive' in Spanish?,llegar
What is the Spanish word for 'to leave'?,salir
How do you say 'to help' in Spanish?,ayudar
What is the Spanish word for 'to wait'?,esperar
How do you say 'to use' in Spanish?,usar
What is the Spanish word for 'to need'?,necesitar
How do you say 'to ask' in Spanish?,preguntar
What is the Spanish word for 'to answer'?,responder
How do you say 'to forget' in Spanish?,olvidar
What is the Spanish word for 'to remember'?,recordar
How do you say 'to understand' in Spanish?,entender
What is the Spanish word for 'to learn'?,aprender
How do you say 'to teach' in Spanish?,enseñar
What is the Spanish word for 'to find'?,encontrar
How do you say 'to lose' in Spanish?,perder
What is the Spanish word for 'to open'?,abrir
How do you say 'to close' in Spanish?,cerrar
What is the Spanish word for 'to call'?,llamar
How do you say 'to listen' in Spanish?,escuchar
What is the Spanish word for 'to watch'?,mirar
How do you say 'to think' in Spanish?,pensar
What is the Spanish word for 'to believe'?,creer
How do you say 'to feel' in Spanish?,sentir
What is the Spanish word for 'to try'?,intentar
How do you say 'to begin' in Spanish?,empezar
What is the Spanish word for 'to finish'?,terminar
How do you say 'to read' in Spanish?,leer
What is the Spanish word for 'to write'?,escribir
How do you say 'to clean' in Spanish?,limpiar
What is the Spanish word for 'to cook'?,cocinar
How do you say 'to travel' in Spanish?,viajar
What is the Spanish word for 'to drive'?,conducir
How do you say 'to swim' in Spanish?,nadar
What is the Spanish word for 'to dance'?,bailar
How do you say 'to sing' in Spanish?,cantar
What is the Spanish word for 'to run'?,correr
How do you say 'to walk' in Spanish?,caminar
What is the Spanish word for 'to jump'?,saltar
How do you say 'to play' in Spanish?,jugar
What is the Spanish word for 'to laugh'?,reír
How do you say 'to cry' in Spanish?,llorar
What is the Spanish word for 'to kiss'?,besar
How do you say 'to hug' in Spanish?,abrazar
What is the Spanish word for 'to meet'?,encontrarse
How do you say 'to say' in Spanish?,decir
What is the Spanish word for 'to go'?,ir
How do you say 'to come' in Spanish?,venir
What is the Spanish word for 'to eat'?,comer
How do you say 'to drink' in Spanish?,beber
What is the Spanish word for 'to sleep'?,dormir
How do you say 'to wake up' in Spanish?,despertarse
What is the Spanish word for 'to wash'?,lavar
How do you say 'to shower' in Spanish?,ducharse
What is the Spanish word for 'to get dressed'?,vestirse
How do you say 'to take' in Spanish?,tomar
What is the Spanish word for 'to give'?,dar
How do you say 'to receive' in Spanish?,recibir
What is the Spanish word for 'to bring'?,traer
How do you say 'to carry' in Spanish?,llevar
What is the Spanish word for 'to send'?,enviar
How do you say 'to throw' in Spanish?,lanzar
What is the Spanish word for 'to catch'?,atrapar
How do you say 'to cut' in Spanish?,cortar
What is the Spanish word for 'to break'?,romper
How do you say 'to build' in Spanish?,construir
What is the Spanish word for 'to destroy'?,destruir
How do you say 'to create' in Spanish?,crear
What is the Spanish word for 'to imagine'?,imaginar
How do you say 'to choose' in Spanish?,elegir
What is the Spanish word for 'to decide'?,decidir
How do you say 'to win' in Spanish?,ganar
What is the Spanish word for 'to lose'?,perder
How do you say 'to search' in Spanish?,buscar
What is the Spanish word for 'to find'?,encontrar
How do you say 'to pay' in Spanish?,pagar
What is the Spanish word for 'to charge'?,cobrar
How do you say 'to plan' in Spanish?,planear
What is the Spanish word for 'to organize'?,organizar
How do you say 'to change' in Spanish?,cambiar
What is the Spanish word for 'to cancel'?,cancelar
How do you say 'to promise' in Spanish?,prometer
What is the Spanish word for 'to agree'?,estar de acuerdo
How do you say 'to disagree' in Spanish?,discrepar
What is the Spanish word for 'to thank'?,agradecer
How do you say 'to forgive' in Spanish?,perdonar
What is the Spanish word for 'to love'?,amar
How do you say 'to hate' in Spanish?,odiar
What is the Spanish word for 'to complain'?,quejarse
How do you say 'to smile' in Spanish?,sonreír
What is the Spanish word for 'to admire'?,admirar
How do you say 'to respect' in Spanish?,respetar
